Source,Target,Weight,Type
KAL,TLR,1.12,excitatory
JV,WJL,0.27,excitatory
MLR,UKR,0.78,excitatory
GHL,JV,1.36,excitatory
MCL,LIR,0.58,excitatory
HDL,AI,0.42,excitatory
UAR,UG,0.99,excitatory
XEL,NW,1.72,excitatory
CX,MPR,1.79,excitatory
LO,BBR,0.3,excitatory
ESR,LB,0.58,excitatory
MF,JJR,0.13,excitatory
WLR,AX,0.6,excitatory
TOL,OT,1.14,excitatory
DF,XE,0.21,excitatory
WIL,GD,0.71,excitatory
FJR,TOR,0.7,excitatory
VW,RSR,1.34,excitatory
RLR,VZ,1.36,excitatory
VI,FVL,0.67,excitatory
LB,WFL,0.25,excitatory
DUL,ZX,0.24,excitatory
MOL,SU,0.74,excitatory
OT,WS,1.54,excitatory
MZ,NV,0.82,excitatory
MVR,WP,0.89,excitatory
XV,FFR,0.2,excitatory
MCL,FIL,1.8,excitatory
KRR,TLR,0.94,excitatory
HA,WDL,1.11,excitatory
HSR,WOL,0.53,excitatory
GIL,JGR,1.46,excitatory
CDR,WDL,0.78,excitatory
ZJ,GU,1.79,excitatory
HI,WOL,1.45,excitatory
ZT,MML,1.03,excitatory
HRR,SAR,0.11,excitatory
GHL,LK,0.41,excitatory
TIR,WFL,0.42,excitatory
BX,ZGL,1.33,excitatory
RSR,VW,1.28,excitatory
VC,GCR,0.93,excitatory
GER,KM,0.25,excitatory
GU,AI,1.77,excitatory
PM,WIL,0.34,excitatory
UVL,ESR,0.36,excitatory
IJR,EHL,1.97,excitatory
TBR,PPR,0.7,excitatory
SJR,UG,0.64,excitatory
CV,DC,0.14,excitatory
GD,RRR,1.89,excitatory
WAL,DU,0.17,excitatory
DFL,RSR,0.54,excitatory
UOL,MML,0.86,excitatory
GF,AE,0.47,excitatory
HR,GF,1.59,excitatory
BRR,XIR,0.62,excitatory
EHL,TIR,0.37,excitatory
LAL,HRR,0.31,excitatory
HSR,OOL,0.63,excitatory
OOL,DD,0.5,excitatory
UFR,LXR,1.18,excitatory
NT,TIR,1.92,excitatory
WP,TF,1.07,excitatory
DRL,EM,1.41,excitatory
NW,ESR,0.94,excitatory
ML,TLR,1.42,excitatory
LXR,UP,0.94,excitatory
GJL,HLL,0.72,excitatory
WH,VW,0.77,excitatory
HLL,UKR,1.71,excitatory
AX,AIL,0.42,excitatory
WJ,HSR,0.7,excitatory
SBL,GUL,1.25,excitatory
HI,WJL,0.92,excitatory
DD,PNL,0.19,excitatory
TL,IX,1.35,excitatory
WF,KRR,1.36,excitatory
BER,AS,1.71,excitatory
TIR,TLR,1.21,excitatory
VAL,OHR,1.8,excitatory
LTR,JT,0.85,excitatory
AKR,EHL,1.23,excitatory
EM,ZZR,1.65,excitatory
MVR,AVR,0.77,excitatory
BA,PJR,0.15,excitatory
EGL,ZCL,1.01,excitatory
BRR,FJR,1.66,excitatory
KAL,FMR,1.19,excitatory
PIL,DFL,1.91,excitatory
BDR,JAL,0.5,excitatory
DC,GER,1.38,excitatory
PO,DGL,0.48,excitatory
DI,PV,0.88,excitatory
YTL,DF,1.71,excitatory
YBL,NUL,1.69,excitatory
GML,IEL,1.35,excitatory
ISL,ES,1.6,excitatory
MR,JR,0.23,excitatory
MLR,WLR,1.8,excitatory
EHL,MML,1.19,excitatory
SJR,VOL,0.32,excitatory
TL,ZRR,0.54,excitatory
LEL,XE,0.85,excitatory
XNR,KG,0.42,excitatory
GNR,ES,1.05,excitatory
ZZR,MP,1.36,excitatory
HA,DC,1.82,excitatory
ZUL,SBL,0.56,excitatory
VOL,UAR,1.3,excitatory
GSR,GU,0.13,excitatory
VW,NXL,0.99,excitatory
EZL,FKR,1.27,excitatory
NV,AG,0.18,excitatory
WDL,NT,1.46,excitatory
FMR,LM,0.28,excitatory
AKR,ZZR,1.5,excitatory
XE,SU,1.63,excitatory
JOR,TU,0.35,excitatory
VW,EZL,0.27,excitatory
XI,GML,1.68,excitatory
KRR,KOR,1.51,excitatory
BRR,GYL,0.94,excitatory
DU,FR,1.21,excitatory
YN,XIR,0.93,excitatory
LUR,VZ,1.99,excitatory
BWR,WIL,1.71,excitatory
MP,VUL,1.06,excitatory
CX,ENR,0.38,excitatory
YB,RLR,0.12,excitatory
DF,VZ,1.08,excitatory
HYR,YDR,0.17,excitatory
SAR,BX,1.4,excitatory
TLR,OKL,0.1,excitatory
LUR,RRR,1.06,excitatory
AE,UKR,1.98,excitatory
FMR,FN,1.12,excitatory
HYR,HDL,1.48,excitatory
NO,XML,1.59,excitatory
CX,ZJ,1.51,excitatory
IPL,LH,0.32,excitatory
KRR,YTL,0.33,excitatory
FO,UE,0.4,excitatory
WUR,ES,1.32,excitatory
ZM,GML,0.74,excitatory
ZGL,ZWL,0.13,excitatory
DC,XML,1.46,excitatory
PIL,ZJ,0.7,excitatory
SE,WI,1.11,excitatory
WS,FVL,0.95,excitatory
GML,TOL,0.89,excitatory
TFR,AXL,1.06,excitatory
IX,HER,0.88,excitatory
FXL,WDL,0.93,excitatory
MY,SD,0.52,excitatory
WDL,VUL,0.75,excitatory
OOL,UKR,0.48,excitatory
NW,ML,1.71,excitatory
WJL,ALL,1.63,excitatory
PJR,VI,1.02,excitatory
VAL,HR,0.89,excitatory
UKR,MYR,0.1,excitatory
BX,XJ,1.88,excitatory
XMR,FUL,1.87,excitatory
NW,MLR,1.01,excitatory
GML,AXL,0.16,excitatory
HI,JR,1.51,excitatory
JV,ES,1.15,excitatory
IPL,TIR,0.82,excitatory
IJ,BE,0.52,excitatory
RRR,MZ,1.15,excitatory
GD,OT,1.82,excitatory
GE,DGL,1.47,excitatory
FVR,WL,0.73,excitatory
NV,DGL,0.77,excitatory
XT,IJ,0.35,excitatory
ZYR,MXR,0.6,excitatory
VC,WJL,1.49,excitatory
ZBL,NUL,0.68,excitatory
YUL,HI,0.35,excitatory
IJ,HI,0.85,excitatory
YTL,GML,1.89,excitatory
HK,ML,1.49,excitatory
AIL,LM,0.6,excitatory
VUL,MF,1.41,excitatory
GU,BDR,1.03,excitatory
TFR,VKR,1.14,excitatory
NI,YB,1.11,excitatory
XHL,RHR,1.04,excitatory
RGR,TFR,0.37,excitatory
CZL,ECL,1.0,excitatory
YPR,XEL,0.5,excitatory
DY,ISL,0.46,excitatory
AP,OCR,1.28,excitatory
XEL,DML,1.5,excitatory
ESR,MF,0.33,excitatory
UOL,OJL,1.66,excitatory
JMR,GZL,0.8,excitatory
UVL,JAL,1.7,excitatory
XJ,RRR,1.19,excitatory
AXL,OJR,0.94,excitatory
IVL,YZL,0.18,excitatory
JH,TLR,0.48,excitatory
WDL,BRL,0.15,excitatory
ESR,GBL,0.75,excitatory
XNR,YPR,2.0,excitatory
NKL,MF,1.98,excitatory
SE,XL,0.7,excitatory
HER,VAL,0.56,excitatory
LK,PJL,1.3,excitatory
JRR,ZBL,1.95,excitatory
VI,SBL,1.22,excitatory
XIR,WIL,1.31,excitatory
DY,XIR,0.77,excitatory
ESR,GF,0.84,excitatory
YZL,DI,1.84,excitatory
ZM,MP,0.44,excitatory
OKL,ES,0.63,excitatory
MPR,YBL,1.59,excitatory
VOL,HN,1.21,excitatory
KIR,LEL,0.66,excitatory
MY,ENR,0.22,excitatory
JAL,DC,0.59,excitatory
GML,ZBL,1.46,excitatory
CRL,XI,0.12,excitatory
KRR,JGR,0.72,excitatory
OCR,CRL,0.29,excitatory
KAL,BA,0.74,excitatory
LEL,DUL,1.95,excitatory
BDR,TF,1.0,excitatory
XT,GUL,1.56,excitatory
YBL,SJR,0.89,excitatory
BDR,WDL,0.61,excitatory
MML,DU,1.95,excitatory
PSR,UG,1.68,excitatory
UKR,AS,0.32,excitatory
XMR,PIL,0.19,excitatory
JAL,UE,1.93,excitatory
EUR,JOR,1.13,excitatory
ZM,VI,0.77,excitatory
AVR,PPR,1.52,excitatory
CZL,UT,1.78,excitatory
XI,DUL,1.62,excitatory
EER,VAL,1.11,excitatory
ZGL,WUR,1.52,excitatory
DFL,JJR,1.38,excitatory
VJL,BPR,1.95,excitatory
VC,ES,0.52,excitatory
TFR,WP,0.16,excitatory
AVR,NPR,1.6,excitatory
LO,BDR,0.46,excitatory
JO,JOR,1.12,excitatory
AE,JH,0.63,excitatory
MLR,FO,0.7,excitatory
WJ,UT,1.05,excitatory
WDR,GCR,1.86,excitatory
ZZR,ECL,0.89,excitatory
WP,BE,1.59,excitatory
DI,MZ,0.25,excitatory
MVR,NPR,1.57,excitatory
JOR,NUL,1.66,excitatory
AE,TOR,1.48,excitatory
GER,ALL,0.44,excitatory
MXR,AP,1.54,excitatory
ZX,TOL,1.73,excitatory
JJR,JMR,0.72,excitatory
ZT,GCR,1.69,excitatory
AXL,CZL,0.59,excitatory
HRR,FVL,1.73,excitatory
UAR,OJL,1.17,excitatory
CV,LB,0.21,excitatory
KAL,WJL,0.19,excitatory
XNR,WIL,0.82,excitatory
HI,CRL,1.91,excitatory
GNR,FZR,0.44,excitatory
OT,TJ,0.69,excitatory
BKL,IO,0.77,excitatory
BER,MF,0.2,excitatory
ZT,XUR,1.29,excitatory
YBL,TLR,1.24,excitatory
GIL,VZR,0.29,excitatory
GZL,DY,0.79,excitatory
BBR,RLR,1.45,excitatory
AE,MYR,1.83,excitatory
HDL,WB,0.73,excitatory
KM,BWR,1.6,excitatory
IAL,CX,1.41,excitatory
XNR,ZX,1.12,excitatory
ALL,DML,0.62,excitatory
DVR,ASL,1.72,excitatory
KAL,PZL,1.44,excitatory
KG,JMR,0.2,excitatory
WUR,YPR,1.43,excitatory
PJL,BX,0.42,excitatory
YTR,YN,1.85,excitatory
UKR,KS,1.56,excitatory
HFR,GEL,1.13,excitatory
AE,IYL,1.96,excitatory
BX,WPR,0.74,excitatory
OJL,EZL,0.35,excitatory
XI,VF,0.73,excitatory
PPR,KAL,0.94,excitatory
PJR,GE,0.46,excitatory
UFR,KOR,1.9,excitatory
CRL,AXL,0.87,excitatory
CV,TIR,0.72,excitatory
TL,XL,1.64,excitatory
WLR,YP,0.14,excitatory
SAR,DC,0.55,excitatory
IJ,RRR,1.87,excitatory
MY,YTR,1.17,excitatory
TBR,KG,0.14,excitatory
JV,MXR,0.67,excitatory
NPR,MVR,0.62,excitatory
DUL,OJL,0.39,excitatory
PYL,GUL,1.07,excitatory
XT,PJL,0.64,excitatory
ZWL,YN,0.6,excitatory
MPR,HFR,1.37,excitatory
SJR,VZR,0.94,excitatory
VZ,KIR,0.89,excitatory
PNL,FFR,1.41,excitatory
OHR,NW,0.98,excitatory
UE,ZT,1.77,excitatory
WF,AS,0.32,excitatory
IEL,MP,0.39,excitatory
ECL,ENR,0.82,excitatory
WDR,WAL,1.84,excitatory
DUL,GIL,1.52,excitatory
OJL,RSR,0.85,excitatory
ISL,CNR,0.71,excitatory
IX,XJ,1.11,excitatory
XL,TU,1.27,excitatory
FIL,LAL,0.73,excitatory
HA,YBL,0.35,excitatory
FKR,FR,1.08,excitatory
TFR,TIR,1.15,excitatory
ESR,TBR,0.41,excitatory
YBL,MML,0.97,excitatory
IYL,MY,1.95,excitatory
XE,ZBL,0.54,excitatory
KS,BTR,1.02,excitatory
YDR,TLR,1.87,excitatory
BBR,TU,1.96,excitatory
PJL,FVL,0.94,excitatory
BPR,UE,1.56,excitatory
GSR,PPR,1.76,excitatory
PV,NUL,0.3,excitatory
MPR,DVR,1.81,excitatory
VI,FVR,0.96,excitatory
PSR,NKL,1.74,excitatory
OT,GEL,0.26,excitatory
PNL,PJL,0.14,excitatory
UOL,FUL,1.4,excitatory
ML,IDR,0.75,excitatory
GBL,AXL,0.28,excitatory
MLR,ESR,1.87,excitatory
AE,WJL,0.82,excitatory
SD,HK,0.4,excitatory
FMR,RGR,0.85,excitatory
JT,EER,1.78,excitatory
EZL,YUL,0.17,excitatory
HLL,PNL,1.4,excitatory
UAR,PV,1.06,excitatory
MR,WB,1.86,excitatory
LXR,ZBL,0.3,excitatory
DVR,XMR,0.48,excitatory
HFR,PPR,0.74,excitatory
HN,FKR,0.69,excitatory
IVL,IPL,1.99,excitatory
WLR,GJL,1.79,excitatory
ENR,MVR,1.01,excitatory
XL,WH,0.41,excitatory
JGR,XML,1.96,excitatory
ES,LIR,0.17,excitatory
VC,MYR,1.2,excitatory
WF,EGL,0.73,excitatory
DVR,GHL,1.13,excitatory
GHL,GBL,0.36,excitatory
AI,WFL,1.39,excitatory
NKL,UAR,1.69,excitatory
FO,GER,1.54,excitatory
HRR,PO,1.96,excitatory
NKL,VW,1.16,excitatory
CZL,UE,0.4,excitatory
LH,ZBL,1.63,excitatory
XMR,AOL,1.76,excitatory
MOL,JT,0.86,excitatory
SD,YP,0.24,excitatory
WF,LX,1.26,excitatory
XT,DU,0.64,excitatory
MDR,OJL,1.07,excitatory
JR,SD,0.48,excitatory
BPR,AS,0.8,excitatory
ECL,PNL,0.31,excitatory
PPR,CNR,0.93,excitatory
EER,KRR,0.33,excitatory
XMR,BER,0.18,excitatory
MLR,KRR,0.51,excitatory
GSR,CRL,0.32,excitatory
EZL,FIL,1.88,excitatory
TOL,FUL,0.67,excitatory
PPR,EGL,1.12,excitatory
SAR,OHR,1.1,excitatory
TF,WDR,0.99,excitatory
SE,PZL,0.39,excitatory
ZZR,AXL,0.44,excitatory
SAR,GE,0.3,excitatory
BER,MF,1.14,excitatory
IPL,IEL,1.63,excitatory
JAL,AX,0.67,excitatory
GJL,DVR,0.64,excitatory
UE,BTR,0.36,excitatory
CBR,UFR,0.65,excitatory
JV,BD,1.45,excitatory
PV,RGR,0.24,excitatory
YPL,EZL,0.87,excitatory
WS,UFR,0.88,excitatory
BKL,YZL,0.41,excitatory
FMR,WS,1.21,excitatory
IX,LXR,1.36,excitatory
CDR,EER,1.39,excitatory
IX,WOL,0.34,excitatory
UB,IVL,1.72,excitatory
HER,HFR,1.11,excitatory
PNL,ES,1.43,excitatory
KIR,DC,0.26,excitatory
JAL,ECL,1.02,excitatory
WPR,PPR,0.15,excitatory
SE,GUL,1.17,excitatory
ZM,SAR,0.36,excitatory
XI,IJR,0.2,excitatory
PM,ZX,1.89,excitatory
XIR,MYR,1.56,excitatory
CNR,BDR,0.61,excitatory
XL,DVL,1.31,excitatory
KRR,OJL,0.39,excitatory
WFL,OOL,1.92,excitatory
SU,WSL,0.34,excitatory
AIL,WGL,1.38,excitatory
PO,GJL,0.73,excitatory
CNR,TBR,1.11,excitatory
WIL,VF,0.9,excitatory
YN,VW,0.5,excitatory
WH,GIL,0.75,excitatory
VZ,WIL,0.75,excitatory
GIL,FVL,1.48,excitatory
GCR,UFR,1.94,excitatory
BWR,RSR,1.95,excitatory
JT,FR,0.21,excitatory
YZL,IAL,0.79,excitatory
FZR,AOL,1.15,excitatory
MP,YTR,1.16,excitatory
KIR,BD,0.43,excitatory
WB,GEL,0.25,excitatory
OJR,KS,0.26,excitatory
GBL,GSR,1.91,excitatory
CJ,GER,0.95,excitatory
OJL,HRR,0.82,excitatory
YTL,CZL,0.73,excitatory
ZWL,DD,1.58,excitatory
FR,HFR,0.99,excitatory
MPR,SAR,0.21,excitatory
NCR,OHR,1.96,excitatory
UG,XEL,1.35,excitatory
EM,YPL,1.71,excitatory
DRL,AKR,0.81,excitatory
PJR,JT,0.5,excitatory
SSL,CZL,1.01,excitatory
ZWL,WGL,1.39,excitatory
DUL,IRL,0.61,excitatory
ASL,BTR,0.55,excitatory
YDR,WAL,1.36,excitatory
BRL,FVL,1.36,excitatory
IJR,YN,1.72,excitatory
TOR,ZYR,1.94,excitatory
MDR,EZL,0.51,excitatory
BTR,UOL,1.82,excitatory
CJ,IVL,0.54,excitatory
FU,JR,1.65,excitatory
VC,GE,0.68,excitatory
FA,VI,0.31,excitatory
JRR,JOR,1.63,excitatory
YB,LXR,0.64,excitatory
JR,JH,1.78,excitatory
FJR,VOL,1.94,excitatory
HR,MLR,1.56,excitatory
HRR,EGL,1.79,excitatory
JOR,CX,1.92,excitatory
VF,VOL,0.87,excitatory
JJR,EGL,1.03,excitatory
WH,GSR,1.39,excitatory
WF,ZZR,0.44,excitatory
OHR,ZR,1.39,excitatory
NPR,NW,1.09,excitatory
UT,WIL,1.7,excitatory
XI,GML,0.18,excitatory
TU,WLR,1.28,excitatory
XEL,NXL,1.6,excitatory
DRL,HN,0.13,excitatory
BD,JH,0.21,excitatory
PJR,AXL,0.69,excitatory
ZRR,MZL,0.91,excitatory
GZ,IEL,1.7,excitatory
RRR,UAR,0.27,excitatory
BX,PO,1.83,excitatory
SU,PIL,0.32,excitatory
BA,WLR,1.46,excitatory
TJ,XT,1.48,excitatory
IYL,GZ,1.11,excitatory
TBR,WFL,1.09,excitatory
DD,RLR,0.36,excitatory
GHL,TOL,1.9,excitatory
DRL,GNR,1.17,excitatory
LO,GU,0.94,excitatory
XEL,GYL,1.72,excitatory
GE,EUR,1.89,excitatory
MLR,XML,1.2,excitatory
GU,NUL,0.14,excitatory
WH,BWR,0.71,excitatory
UVL,XHL,1.26,excitatory
NO,FUL,0.55,excitatory
AS,ZCL,0.93,excitatory
CJ,ZWL,0.86,excitatory
KM,DFL,0.4,excitatory
GER,SU,0.34,excitatory
YN,MLR,0.32,excitatory
AVR,MR,1.68,excitatory
PJR,AP,0.47,excitatory
IJR,HLL,0.12,excitatory
WSL,JOR,0.7,excitatory
UG,OKL,1.41,excitatory
XI,MY,1.41,excitatory
BDR,VOL,0.7,excitatory
BRL,BD,0.81,excitatory
GF,VW,1.87,excitatory
SJR,RHR,1.72,excitatory
DU,OJR,1.45,excitatory
YB,PZL,1.4,excitatory
LUR,ZT,0.6,excitatory
UVL,WH,1.18,excitatory
BPR,LB,1.68,excitatory
MZL,HHR,0.63,excitatory
GYL,LH,0.72,excitatory
ZUL,KG,0.2,excitatory
PSR,EM,0.31,excitatory
JR,HER,0.12,excitatory
WL,XT,0.22,excitatory
PV,XHL,0.83,excitatory
AVR,IJ,0.59,excitatory
IEL,XMR,0.72,excitatory
ML,RSR,1.87,excitatory
BDR,OJL,0.37,excitatory
ZYR,GEL,0.23,excitatory
LEL,MLR,1.88,excitatory
XV,LM,0.2,excitatory
MF,WFL,1.3,excitatory
VUL,UT,0.73,excitatory
UT,PJR,0.8,excitatory
UKR,JO,1.24,excitatory
VZ,PNL,0.14,excitatory
LK,FVR,1.14,excitatory
MDR,ZX,0.95,excitatory
SSL,VI,0.69,excitatory
FXL,XE,1.87,excitatory
VJL,GU,0.35,excitatory
LX,CIL,1.02,excitatory
HYR,JV,1.18,excitatory
NT,SE,0.51,excitatory
FU,TF,0.93,excitatory
FFR,VF,1.35,excitatory
UB,YP,1.17,excitatory
UG,YT,1.61,excitatory
GZ,HDL,1.35,excitatory
OHR,BX,0.65,excitatory
WDL,YBL,0.64,excitatory
DD,ES,0.58,excitatory
IEL,GUL,1.73,excitatory
ALL,AIL,0.61,excitatory
UE,XHL,0.72,excitatory
JR,VAL,1.92,excitatory
IJ,IYL,0.76,excitatory
LXR,WF,1.31,excitatory
LX,WL,0.95,excitatory
HU,DU,0.74,excitatory
SJR,XNR,0.14,excitatory
GEL,CX,0.68,excitatory
SBL,UB,1.57,excitatory
LAL,IVL,1.37,excitatory
DVL,XNR,1.53,excitatory
AKR,BD,0.9,excitatory
CYR,RRR,0.46,excitatory
YTL,KRR,1.36,excitatory
PSR,ZZR,0.82,excitatory
KG,JT,1.88,excitatory
MVR,PSR,1.4,excitatory
GSR,LTR,1.17,excitatory
GD,PJR,0.61,excitatory
NI,BRL,0.23,excitatory
YPR,UT,1.41,excitatory
VF,YTR,1.56,excitatory
MPR,YPL,0.2,excitatory
JV,GML,0.68,excitatory
VI,AS,1.03,excitatory
TLR,UT,1.77,excitatory
FH,ZCL,0.52,excitatory
NT,XT,1.34,excitatory
HI,PJL,0.27,excitatory
CX,GCR,0.75,excitatory
HN,DFL,0.95,excitatory
TL,JRR,1.58,excitatory
MR,OHR,1.52,excitatory
CYR,CZL,1.9,excitatory
HER,HRR,0.65,excitatory
OT,DFL,0.38,excitatory
KAL,DU,0.79,excitatory
MP,KIR,0.99,excitatory
ENR,WJL,0.27,excitatory
HYR,OOL,0.55,excitatory
TLR,VKR,1.5,excitatory
KG,CNR,0.12,excitatory
FMR,CNR,0.31,excitatory
GER,HRR,1.57,excitatory
BX,NI,0.6,excitatory
GD,HHR,0.46,excitatory
MCL,FO,0.14,excitatory
GHL,BWR,1.05,excitatory
GUL,TOL,0.92,excitatory
WLR,FUL,0.26,excitatory
HJ,VKR,0.85,excitatory
VZR,YTL,0.89,excitatory
DRL,JT,1.41,excitatory
DD,AE,0.61,excitatory
SSL,LM,0.66,excitatory
HDL,AI,1.98,excitatory
ZZR,WS,0.58,excitatory
JAL,HA,1.39,excitatory
TL,OCR,0.4,excitatory
BA,RHR,0.98,excitatory
ZJ,WFR,0.35,excitatory
IJR,IER,0.22,excitatory
GZ,NUL,0.86,excitatory
JOR,SAR,1.08,excitatory
EER,PIL,0.45,excitatory
ISL,WAL,0.69,excitatory
CRL,ES,0.51,excitatory
XV,OJL,1.21,excitatory
YUL,VZR,1.15,excitatory
BA,MDR,1.87,excitatory
AKR,FIL,1.19,excitatory
LM,HSR,1.25,excitatory
FIL,FO,0.45,excitatory
ML,JO,1.17,excitatory
RHR,WPR,0.15,excitatory
JH,WDR,1.24,excitatory
ZJ,HJ,1.78,excitatory
OT,CBR,0.44,excitatory
WOL,ML,0.36,excitatory
TOL,DU,1.69,excitatory
WLR,EDR,0.42,excitatory
TJ,GD,0.34,excitatory
HI,VUL,0.46,excitatory
XJ,PO,1.74,excitatory
IAL,GYL,1.16,excitatory
TF,FVL,1.94,excitatory
MZ,UFR,0.37,excitatory
ES,PIL,1.3,excitatory
WGL,JT,0.98,excitatory
AIL,AG,1.92,excitatory
VC,CZL,0.8,excitatory
EGL,MML,1.57,excitatory
HFR,LB,0.59,excitatory
SJR,MOL,0.77,excitatory
XL,ML,0.72,excitatory
OJL,KAL,0.97,excitatory
TJ,GBL,1.0,excitatory
MLR,FKR,0.19,excitatory
FZR,PV,0.67,excitatory
WH,ASL,0.73,excitatory
DML,CIL,0.85,excitatory
WJL,LB,1.38,excitatory
JV,BTR,1.87,excitatory
SU,RRR,0.48,excitatory
ES,IJ,1.58,excitatory
NUL,BDR,0.9,excitatory
GER,XEL,1.34,excitatory
BRL,AE,1.24,excitatory
FMR,RSR,1.49,excitatory
ZJ,GJL,0.85,excitatory
XE,SRR,0.94,excitatory
IAL,UKR,1.21,excitatory
WSL,GZL,0.37,excitatory
JR,JV,1.24,excitatory
HRR,WFL,0.17,excitatory
FXL,JH,1.83,excitatory
ZR,BX,1.98,excitatory
HR,UG,1.18,excitatory
LH,ZYR,1.22,excitatory
FVL,XEL,0.14,excitatory
WS,NT,0.85,excitatory
XE,HK,0.8,excitatory
IJR,FO,0.78,excitatory
DML,AKR,1.48,excitatory
RLR,PZL,0.92,excitatory
HYR,CYR,1.59,excitatory
FA,ZGL,1.58,excitatory
MML,ECL,1.07,excitatory
XNR,MYR,0.67,excitatory
NCR,GF,1.67,excitatory
CIL,YP,0.14,excitatory
WDR,IYL,0.27,excitatory
ISL,LB,0.57,excitatory
GU,YPL,1.1,excitatory
KAL,OOL,0.3,excitatory
BDR,MXR,1.36,excitatory
AP,LEL,0.22,excitatory
EER,MF,0.81,excitatory
GU,SU,1.51,excitatory
ES,MR,0.5,excitatory
VF,JJR,1.5,excitatory
UB,WIL,1.98,excitatory
GYL,EUR,1.82,excitatory
YP,AXL,1.29,excitatory
MZL,FH,1.43,excitatory
WUR,IYL,1.58,excitatory
JMR,SAR,1.76,excitatory
CNR,AG,1.94,excitatory
AS,DF,1.45,excitatory
ZYR,ZM,0.48,excitatory
FFR,GUL,0.18,excitatory
YDR,XI,0.96,excitatory
XMR,NT,0.44,excitatory
WH,JJR,1.22,excitatory
YT,ZBL,1.73,excitatory
PO,WJL,0.11,excitatory
UB,CX,1.65,excitatory
AI,ZCL,1.92,excitatory
DRL,MY,0.82,excitatory
YUL,RHR,0.14,excitatory
FIL,BX,0.41,excitatory
WB,ZM,1.25,excitatory
SU,UOL,0.17,excitatory
DY,NPR,0.28,excitatory
MPR,IO,0.86,excitatory
SRR,BWR,1.76,excitatory
YTL,FZR,1.32,excitatory
CBR,FH,1.58,excitatory
MCL,AI,0.95,excitatory
ZYR,DRL,0.67,excitatory
DUL,VOL,1.29,excitatory
WF,AG,1.9,excitatory
XUR,MP,1.71,excitatory
IPL,LAL,1.04,excitatory
PM,JGR,0.39,excitatory
HYR,EHL,1.13,excitatory
JOR,BWR,1.89,excitatory
XUR,UOL,1.87,excitatory
HFR,MVR,1.31,excitatory
FKR,FIL,1.09,excitatory
NO,HFR,1.17,excitatory
PV,IDR,0.34,excitatory
TBR,XI,1.85,excitatory
JMR,IDR,1.67,excitatory
MOL,MR,0.24,excitatory
HK,KIR,1.55,excitatory
WIL,BPR,1.34,excitatory
NKL,SSL,0.14,excitatory
HJ,KS,1.54,excitatory
CIL,OHR,1.91,excitatory
HRR,JO,0.16,excitatory
WH,HRR,1.79,excitatory
XT,ZWL,0.84,excitatory
AKR,DRR,0.39,excitatory
FKR,GBL,0.17,excitatory
IO,CDR,0.59,excitatory
WGL,UG,0.74,excitatory
UE,TJ,1.56,excitatory
LAL,MR,1.22,excitatory
WPR,JRR,1.69,excitatory
LX,GJL,0.16,excitatory
IER,XL,1.62,excitatory
WFR,ZR,1.02,excitatory
OJL,FH,0.83,excitatory
JV,BER,1.93,excitatory
RHR,ZM,0.76,excitatory
PZL,BX,0.8,excitatory
PO,GD,1.49,excitatory
ZCL,LK,0.89,excitatory
SSL,IYL,1.02,excitatory
AIL,GYL,1.78,excitatory
EZL,OOL,0.58,excitatory
HI,SBL,0.34,excitatory
MYR,TIR,1.11,excitatory
XNR,VOL,1.19,excitatory
KOR,AKR,1.15,excitatory
STL,FU,1.89,excitatory
XIR,GSR,1.54,excitatory
DFL,BKL,1.93,excitatory
BD,MR,0.7,excitatory
OKL,STL,1.98,excitatory
IVL,IAL,0.58,excitatory
XHL,TIR,1.0,excitatory
ZJ,JAL,1.08,excitatory
PV,EM,1.03,excitatory
HK,RHR,1.56,excitatory
SRR,BRR,0.18,excitatory
ZJ,TJ,0.78,excitatory
YBL,XI,1.34,excitatory
ZRR,FVL,0.75,excitatory
XIR,NO,0.37,excitatory
KG,OHR,1.54,excitatory
UE,WL,1.33,excitatory
JO,MP,0.64,excitatory
LO,ZJ,0.2,excitatory
NUL,WOL,1.01,excitatory
LUR,ZRR,0.78,excitatory
ISL,BKL,0.74,excitatory
WSL,NT,0.82,excitatory
BTR,PJL,1.81,excitatory
FVR,PIL,1.74,excitatory
LAL,WGL,1.96,excitatory
NCR,JR,0.9,excitatory
NXL,JV,1.5,excitatory
ALL,NPR,1.24,excitatory
GUL,WGL,1.22,excitatory
FXL,XHL,1.18,excitatory
WDR,ES,1.9,excitatory
JRR,GD,1.06,excitatory
UP,JGR,0.39,excitatory
FKR,BWR,0.98,excitatory
IDR,MPR,0.11,excitatory
UG,GEL,1.63,excitatory
LX,KRR,1.35,excitatory
ZZR,NPR,1.23,excitatory
HU,PNL,1.98,excitatory
IVL,LB,0.74,excitatory
BDR,MVR,0.94,excitatory
BRL,TU,0.63,excitatory
CNR,WOL,1.12,excitatory
WUR,GU,0.3,excitatory
MOL,JH,1.69,excitatory
WDL,SAR,1.9,excitatory
AG,HYR,1.07,excitatory
AS,BKL,1.42,excitatory
EUR,GJL,1.61,excitatory
XML,KRR,0.8,excitatory
AG,HFR,0.43,excitatory
YPL,IJR,1.77,excitatory
OCR,BA,1.02,excitatory
JT,AG,0.5,excitatory
JOR,BDR,0.58,excitatory
UOL,TIR,0.35,excitatory
KG,GIL,1.61,excitatory
VI,JJR,0.98,excitatory
VUL,TBR,0.97,excitatory
